geoid,NAME,B02001_001E,B02001_002E,state,county,tract,block group,table
360670049002,"Block Group 2, Census Tract 49, Onondaga County, New York",537,404,36,067,004900,2,b02001
360670061013,"Block Group 3, Census Tract 61.01, Onondaga County, New York",1206,362,36,067,006101,3,b02001
360670061011,"Block Group 1, Census Tract 61.01, Onondaga County, New York",1780,926,36,067,006101,1,b02001
360670010003,"Block Group 3, Census Tract 10, Onondaga County, New York",1491,1004,36,067,001000,3,b02001
360670017022,"Block Group 2, Census Tract 17.02, Onondaga County, New York",1771,1320,36,067,001702,2,b02001
360670036022,"Block Group 2, Census Tract 36.02, Onondaga County, New York",1153,393,36,067,003602,2,b02001
360670038002,"Block Group 2, Census Tract 38, Onondaga County, New York",1120,787,36,067,003800,2,b02001
360670038001,"Block Group 1, Census Tract 38, Onondaga County, New York",1181,378,36,067,003800,1,b02001
360670118005,"Block Group 5, Census Tract 118, Onondaga County, New York",1628,1563,36,067,011800,5,b02001
360670114023,"Block Group 3, Census Tract 114.02, Onondaga County, New York",1274,1201,36,067,011402,3,b02001
360670114021,"Block Group 1, Census Tract 114.02, Onondaga County, New York",1237,1180,36,067,011402,1,b02001
360670114022,"Block Group 2, Census Tract 114.02, Onondaga County, New York",1830,1806,36,067,011402,2,b02001
360670116003,"Block Group 3, Census Tract 116, Onondaga County, New York",2096,2032,36,067,011600,3,b02001
360670116002,"Block Group 2, Census Tract 116, Onondaga County, New York",1470,1417,36,067,011600,2,b02001
360670127001,"Block Group 1, Census Tract 127, Onondaga County, New York",653,634,36,067,012700,1,b02001
360670135003,"Block Group 3, Census Tract 135, Onondaga County, New York",982,971,36,067,013500,3,b02001
360670135002,"Block Group 2, Census Tract 135, Onondaga County, New York",2111,1852,36,067,013500,2,b02001
360670150004,"Block Group 4, Census Tract 150, Onondaga County, New York",1175,1042,36,067,015000,4,b02001
360670150001,"Block Group 1, Census Tract 150, Onondaga County, New York",894,795,36,067,015000,1,b02001
360670136001,"Block Group 1, Census Tract 136, Onondaga County, New York",950,721,36,067,013600,1,b02001
360670136003,"Block Group 3, Census Tract 136, Onondaga County, New York",1613,1486,36,067,013600,3,b02001
360670112321,"Block Group 1, Census Tract 112.32, Onondaga County, New York",2750,2549,36,067,011232,1,b02001
360670118002,"Block Group 2, Census Tract 118, Onondaga County, New York",1056,1036,36,067,011800,2,b02001
360670118004,"Block Group 4, Census Tract 118, Onondaga County, New York",1037,1037,36,067,011800,4,b02001
360670118003,"Block Group 3, Census Tract 118, Onondaga County, New York",1130,1070,36,067,011800,3,b02001
360670118001,"Block Group 1, Census Tract 118, Onondaga County, New York",1363,1295,36,067,011800,1,b02001
360670112022,"Block Group 2, Census Tract 112.02, Onondaga County, New York",1800,1543,36,067,011202,2,b02001
360670112021,"Block Group 1, Census Tract 112.02, Onondaga County, New York",2699,2430,36,067,011202,1,b02001
360670112312,"Block Group 2, Census Tract 112.31, Onondaga County, New York",1858,1491,36,067,011231,2,b02001
360670113002,"Block Group 2, Census Tract 113, Onondaga County, New York",793,787,36,067,011300,2,b02001
360670113003,"Block Group 3, Census Tract 113, Onondaga County, New York",1671,1530,36,067,011300,3,b02001
360670114012,"Block Group 2, Census Tract 114.01, Onondaga County, New York",2548,2465,36,067,011401,2,b02001
360670103013,"Block Group 3, Census Tract 103.01, Onondaga County, New York",1863,1736,36,067,010301,3,b02001
360670103012,"Block Group 2, Census Tract 103.01, Onondaga County, New York",815,815,36,067,010301,2,b02001
360670103011,"Block Group 1, Census Tract 103.01, Onondaga County, New York",581,581,36,067,010301,1,b02001
360670105001,"Block Group 1, Census Tract 105, Onondaga County, New York",1230,1198,36,067,010500,1,b02001
360670039001,"Block Group 1, Census Tract 39, Onondaga County, New York",423,77,36,067,003900,1,b02001
360670039003,"Block Group 3, Census Tract 39, Onondaga County, New York",1791,511,36,067,003900,3,b02001
360670103221,"Block Group 1, Census Tract 103.22, Onondaga County, New York",2212,2203,36,067,010322,1,b02001
360670109001,"Block Group 1, Census Tract 109, Onondaga County, New York",1105,1039,36,067,010900,1,b02001
360670104002,"Block Group 2, Census Tract 104, Onondaga County, New York",2458,2306,36,067,010400,2,b02001
360670105002,"Block Group 2, Census Tract 105, Onondaga County, New York",1290,1163,36,067,010500,2,b02001
360679400001,"Block Group 1, Census Tract 9400, Onondaga County, New York",156,14,36,067,940000,1,b02001
360670160013,"Block Group 3, Census Tract 160.01, Onondaga County, New York",1032,870,36,067,016001,3,b02001
360670148001,"Block Group 1, Census Tract 148, Onondaga County, New York",568,561,36,067,014800,1,b02001
360670148003,"Block Group 3, Census Tract 148, Onondaga County, New York",990,935,36,067,014800,3,b02001
360670168022,"Block Group 2, Census Tract 168.02, Onondaga County, New York",1542,1516,36,067,016802,2,b02001
360670027001,"Block Group 1, Census Tract 27, Onondaga County, New York",613,401,36,067,002700,1,b02001
360670036011,"Block Group 1, Census Tract 36.01, Onondaga County, New York",1154,173,36,067,003601,1,b02001
360670054004,"Block Group 4, Census Tract 54, Onondaga County, New York",750,88,36,067,005400,4,b02001
360670054001,"Block Group 1, Census Tract 54, Onondaga County, New York",499,29,36,067,005400,1,b02001
360670060001,"Block Group 1, Census Tract 60, Onondaga County, New York",367,151,36,067,006000,1,b02001
360670106002,"Block Group 2, Census Tract 106, Onondaga County, New York",1187,1103,36,067,010600,2,b02001
360670111011,"Block Group 1, Census Tract 111.01, Onondaga County, New York",1256,1094,36,067,011101,1,b02001
360670111015,"Block Group 5, Census Tract 111.01, Onondaga County, New York",1636,1588,36,067,011101,5,b02001
360670138001,"Block Group 1, Census Tract 138, Onondaga County, New York",1198,1137,36,067,013800,1,b02001
360670166001,"Block Group 1, Census Tract 166, Onondaga County, New York",1218,1186,36,067,016600,1,b02001
360670124003,"Block Group 3, Census Tract 124, Onondaga County, New York",1012,951,36,067,012400,3,b02001
360670059001,"Block Group 1, Census Tract 59, Onondaga County, New York",864,152,36,067,005900,1,b02001
360670101001,"Block Group 1, Census Tract 101, Onondaga County, New York",1001,996,36,067,010100,1,b02001
360670110113,"Block Group 3, Census Tract 110.11, Onondaga County, New York",1401,1286,36,067,011011,3,b02001
360670045004,"Block Group 4, Census Tract 45, Onondaga County, New York",750,627,36,067,004500,4,b02001
360670045003,"Block Group 3, Census Tract 45, Onondaga County, New York",1048,895,36,067,004500,3,b02001
360670110222,"Block Group 2, Census Tract 110.22, Onondaga County, New York",1415,1351,36,067,011022,2,b02001
360670112311,"Block Group 1, Census Tract 112.31, Onondaga County, New York",1104,1027,36,067,011231,1,b02001
360670112313,"Block Group 3, Census Tract 112.31, Onondaga County, New York",1707,1424,36,067,011231,3,b02001
360670113001,"Block Group 1, Census Tract 113, Onondaga County, New York",918,861,36,067,011300,1,b02001
360670114011,"Block Group 1, Census Tract 114.01, Onondaga County, New York",824,720,36,067,011401,1,b02001
360670112422,"Block Group 2, Census Tract 112.42, Onondaga County, New York",1198,1175,36,067,011242,2,b02001
360670125002,"Block Group 2, Census Tract 125, Onondaga County, New York",1590,1452,36,067,012500,2,b02001
360670131004,"Block Group 4, Census Tract 131, Onondaga County, New York",1362,1216,36,067,013100,4,b02001
360670131002,"Block Group 2, Census Tract 131, Onondaga County, New York",1144,916,36,067,013100,2,b02001
360670154003,"Block Group 3, Census Tract 154, Onondaga County, New York",1031,884,36,067,015400,3,b02001
360670165021,"Block Group 1, Census Tract 165.02, Onondaga County, New York",957,957,36,067,016502,1,b02001
360670165023,"Block Group 3, Census Tract 165.02, Onondaga County, New York",1053,1022,36,067,016502,3,b02001
360670015002,"Block Group 2, Census Tract 15, Onondaga County, New York",1334,539,36,067,001500,2,b02001
360670128003,"Block Group 3, Census Tract 128, Onondaga County, New York",1185,1131,36,067,012800,3,b02001
360670120001,"Block Group 1, Census Tract 120, Onondaga County, New York",1350,1340,36,067,012000,1,b02001
360670132001,"Block Group 1, Census Tract 132, Onondaga County, New York",1162,1101,36,067,013200,1,b02001
360670165011,"Block Group 1, Census Tract 165.01, Onondaga County, New York",1710,1662,36,067,016501,1,b02001
360670009003,"Block Group 3, Census Tract 9, Onondaga County, New York",1351,1096,36,067,000900,3,b02001
360670030001,"Block Group 1, Census Tract 30, Onondaga County, New York",889,431,36,067,003000,1,b02001
360670032002,"Block Group 2, Census Tract 32, Onondaga County, New York",1861,940,36,067,003200,2,b02001
360670004001,"Block Group 1, Census Tract 4, Onondaga County, New York",1326,1159,36,067,000400,1,b02001
360670004003,"Block Group 3, Census Tract 4, Onondaga County, New York",1235,900,36,067,000400,3,b02001
360670010001,"Block Group 1, Census Tract 10, Onondaga County, New York",693,536,36,067,001000,1,b02001
360670014001,"Block Group 1, Census Tract 14, Onondaga County, New York",977,218,36,067,001400,1,b02001
360670019002,"Block Group 2, Census Tract 19, Onondaga County, New York",635,541,36,067,001900,2,b02001
360670019001,"Block Group 1, Census Tract 19, Onondaga County, New York",794,412,36,067,001900,1,b02001
360670042001,"Block Group 1, Census Tract 42, Onondaga County, New York",984,117,36,067,004200,1,b02001
360670049001,"Block Group 1, Census Tract 49, Onondaga County, New York",807,310,36,067,004900,1,b02001
360670061012,"Block Group 2, Census Tract 61.01, Onondaga County, New York",864,327,36,067,006101,2,b02001
360670035001,"Block Group 1, Census Tract 35, Onondaga County, New York",1076,710,36,067,003500,1,b02001
360670123001,"Block Group 1, Census Tract 123, Onondaga County, New York",2126,1935,36,067,012300,1,b02001
360670112412,"Block Group 2, Census Tract 112.41, Onondaga County, New York",1397,1344,36,067,011241,2,b02001
360670116001,"Block Group 1, Census Tract 116, Onondaga County, New York",1887,1810,36,067,011600,1,b02001
360670127002,"Block Group 2, Census Tract 127, Onondaga County, New York",1353,1246,36,067,012700,2,b02001
360670135001,"Block Group 1, Census Tract 135, Onondaga County, New York",2094,1956,36,067,013500,1,b02001
360670150002,"Block Group 2, Census Tract 150, Onondaga County, New York",953,883,36,067,015000,2,b02001
360670136002,"Block Group 2, Census Tract 136, Onondaga County, New York",510,348,36,067,013600,2,b02001
360670018002,"Block Group 2, Census Tract 18, Onondaga County, New York",590,491,36,067,001800,2,b02001
360670048001,"Block Group 1, Census Tract 48, Onondaga County, New York",748,536,36,067,004800,1,b02001
360670053001,"Block Group 1, Census Tract 53, Onondaga County, New York",562,6,36,067,005300,1,b02001
360670055003,"Block Group 3, Census Tract 55, Onondaga County, New York",1028,419,36,067,005500,3,b02001
360670130003,"Block Group 3, Census Tract 130, Onondaga County, New York",797,797,36,067,013000,3,b02001
360670130001,"Block Group 1, Census Tract 130, Onondaga County, New York",742,720,36,067,013000,1,b02001
360670157002,"Block Group 2, Census Tract 157, Onondaga County, New York",1497,1468,36,067,015700,2,b02001
360670128002,"Block Group 2, Census Tract 128, Onondaga County, New York",905,856,36,067,012800,2,b02001
360670163005,"Block Group 5, Census Tract 163, Onondaga County, New York",1206,1206,36,067,016300,5,b02001
360670163001,"Block Group 1, Census Tract 163, Onondaga County, New York",1028,968,36,067,016300,1,b02001
360670051002,"Block Group 2, Census Tract 51, Onondaga County, New York",813,129,36,067,005100,2,b02001
360670017021,"Block Group 1, Census Tract 17.02, Onondaga County, New York",844,386,36,067,001702,1,b02001
360670036021,"Block Group 1, Census Tract 36.02, Onondaga County, New York",1091,532,36,067,003602,1,b02001
360670039002,"Block Group 2, Census Tract 39, Onondaga County, New York",823,337,36,067,003900,2,b02001
360670109002,"Block Group 2, Census Tract 109, Onondaga County, New York",1279,1109,36,067,010900,2,b02001
360670148002,"Block Group 2, Census Tract 148, Onondaga County, New York",1605,1389,36,067,014800,2,b02001
360670168021,"Block Group 1, Census Tract 168.02, Onondaga County, New York",991,986,36,067,016802,1,b02001
360670143001,"Block Group 1, Census Tract 143, Onondaga County, New York",1213,1145,36,067,014300,1,b02001
360670147002,"Block Group 2, Census Tract 147, Onondaga County, New York",1397,1154,36,067,014700,2,b02001
360670119002,"Block Group 2, Census Tract 119, Onondaga County, New York",1031,986,36,067,011900,2,b02001
360670149001,"Block Group 1, Census Tract 149, Onondaga County, New York",2330,1752,36,067,014900,1,b02001
360670003001,"Block Group 1, Census Tract 3, Onondaga County, New York",699,518,36,067,000300,1,b02001
360670006001,"Block Group 1, Census Tract 6, Onondaga County, New York",1296,852,36,067,000600,1,b02001
360670017012,"Block Group 2, Census Tract 17.01, Onondaga County, New York",882,503,36,067,001701,2,b02001
360670018001,"Block Group 1, Census Tract 18, Onondaga County, New York",761,536,36,067,001800,1,b02001
360670061021,"Block Group 1, Census Tract 61.02, Onondaga County, New York",776,493,36,067,006102,1,b02001
360670112013,"Block Group 3, Census Tract 112.01, Onondaga County, New York",1184,1109,36,067,011201,3,b02001
360670110122,"Block Group 2, Census Tract 110.12, Onondaga County, New York",1211,1170,36,067,011012,2,b02001
360670024001,"Block Group 1, Census Tract 24, Onondaga County, New York",1251,644,36,067,002400,1,b02001
360670103014,"Block Group 4, Census Tract 103.01, Onondaga County, New York",753,728,36,067,010301,4,b02001
360670126002,"Block Group 2, Census Tract 126, Onondaga County, New York",1798,1798,36,067,012600,2,b02001
360670168011,"Block Group 1, Census Tract 168.01, Onondaga County, New York",731,725,36,067,016801,1,b02001
360670014003,"Block Group 3, Census Tract 14, Onondaga County, New York",598,190,36,067,001400,3,b02001
360670046004,"Block Group 4, Census Tract 46, Onondaga County, New York",802,589,36,067,004600,4,b02001
360670052001,"Block Group 1, Census Tract 52, Onondaga County, New York",488,115,36,067,005200,1,b02001
360670102003,"Block Group 3, Census Tract 102, Onondaga County, New York",1059,1036,36,067,010200,3,b02001
360670043021,"Block Group 1, Census Tract 43.02, Onondaga County, New York",366,242,36,067,004302,1,b02001
360670021013,"Block Group 3, Census Tract 21.01, Onondaga County, New York",1581,1200,36,067,002101,3,b02001
360670137012,"Block Group 2, Census Tract 137.01, Onondaga County, New York",1973,1664,36,067,013701,2,b02001
360670137011,"Block Group 1, Census Tract 137.01, Onondaga County, New York",855,824,36,067,013701,1,b02001
360670029011,"Block Group 1, Census Tract 29.01, Onondaga County, New York",1659,1437,36,067,002901,1,b02001
360670156012,"Block Group 2, Census Tract 156.01, Onondaga County, New York",939,919,36,067,015601,2,b02001
360670150003,"Block Group 3, Census Tract 150, Onondaga County, New York",1306,1164,36,067,015000,3,b02001
360670126004,"Block Group 4, Census Tract 126, Onondaga County, New York",1620,1552,36,067,012600,4,b02001
360670134004,"Block Group 4, Census Tract 134, Onondaga County, New York",1432,1164,36,067,013400,4,b02001
360670142003,"Block Group 3, Census Tract 142, Onondaga County, New York",1716,1502,36,067,014200,3,b02001
360670144003,"Block Group 3, Census Tract 144, Onondaga County, New York",999,763,36,067,014400,3,b02001
360670160021,"Block Group 1, Census Tract 160.02, Onondaga County, New York",1563,1411,36,067,016002,1,b02001
360670154004,"Block Group 4, Census Tract 154, Onondaga County, New York",1269,990,36,067,015400,4,b02001
360670163007,"Block Group 7, Census Tract 163, Onondaga County, New York",1183,904,36,067,016300,7,b02001
360670158004,"Block Group 4, Census Tract 158, Onondaga County, New York",1287,1006,36,067,015800,4,b02001
360670145001,"Block Group 1, Census Tract 145, Onondaga County, New York",2267,2098,36,067,014500,1,b02001
360670160022,"Block Group 2, Census Tract 160.02, Onondaga County, New York",1360,1329,36,067,016002,2,b02001
360670051001,"Block Group 1, Census Tract 51, Onondaga County, New York",591,118,36,067,005100,1,b02001
360670110112,"Block Group 2, Census Tract 110.11, Onondaga County, New York",1073,858,36,067,011011,2,b02001
360670122001,"Block Group 1, Census Tract 122, Onondaga County, New York",1119,1022,36,067,012200,1,b02001
360670134002,"Block Group 2, Census Tract 134, Onondaga County, New York",1587,1414,36,067,013400,2,b02001
360670103222,"Block Group 2, Census Tract 103.22, Onondaga County, New York",1385,1229,36,067,010322,2,b02001
360670114013,"Block Group 3, Census Tract 114.01, Onondaga County, New York",1167,1132,36,067,011401,3,b02001
360670040001,"Block Group 1, Census Tract 40, Onondaga County, New York",1387,531,36,067,004000,1,b02001
360670147005,"Block Group 5, Census Tract 147, Onondaga County, New York",1440,1129,36,067,014700,5,b02001
360670112424,"Block Group 4, Census Tract 112.42, Onondaga County, New York",2897,2328,36,067,011242,4,b02001
360670043011,"Block Group 1, Census Tract 43.01, Onondaga County, New York",1502,684,36,067,004301,1,b02001
360670110212,"Block Group 2, Census Tract 110.21, Onondaga County, New York",1082,1029,36,067,011021,2,b02001
360670032001,"Block Group 1, Census Tract 32, Onondaga County, New York",1437,945,36,067,003200,1,b02001
360670162001,"Block Group 1, Census Tract 162, Onondaga County, New York",661,440,36,067,016200,1,b02001
360670114014,"Block Group 4, Census Tract 114.01, Onondaga County, New York",2349,2007,36,067,011401,4,b02001
360670117001,"Block Group 1, Census Tract 117, Onondaga County, New York",1548,1488,36,067,011700,1,b02001
360670117002,"Block Group 2, Census Tract 117, Onondaga County, New York",2091,1878,36,067,011700,2,b02001
360670121001,"Block Group 1, Census Tract 121, Onondaga County, New York",1741,1643,36,067,012100,1,b02001
360670121002,"Block Group 2, Census Tract 121, Onondaga County, New York",1298,1252,36,067,012100,2,b02001
360670121003,"Block Group 3, Census Tract 121, Onondaga County, New York",1599,1528,36,067,012100,3,b02001
360670162002,"Block Group 2, Census Tract 162, Onondaga County, New York",1674,1105,36,067,016200,2,b02001
360670045001,"Block Group 1, Census Tract 45, Onondaga County, New York",767,478,36,067,004500,1,b02001
360670045002,"Block Group 2, Census Tract 45, Onondaga County, New York",1502,1208,36,067,004500,2,b02001
360670110221,"Block Group 1, Census Tract 110.22, Onondaga County, New York",2070,1891,36,067,011022,1,b02001
360670123002,"Block Group 2, Census Tract 123, Onondaga County, New York",1378,1322,36,067,012300,2,b02001
360670129001,"Block Group 1, Census Tract 129, Onondaga County, New York",1675,1091,36,067,012900,1,b02001
360670129002,"Block Group 2, Census Tract 129, Onondaga County, New York",783,654,36,067,012900,2,b02001
360670140001,"Block Group 1, Census Tract 140, Onondaga County, New York",1809,1619,36,067,014000,1,b02001
360670140002,"Block Group 2, Census Tract 140, Onondaga County, New York",469,465,36,067,014000,2,b02001
360670140003,"Block Group 3, Census Tract 140, Onondaga County, New York",1151,1057,36,067,014000,3,b02001
360670016002,"Block Group 2, Census Tract 16, Onondaga County, New York",1532,781,36,067,001600,2,b02001
360670016001,"Block Group 1, Census Tract 16, Onondaga County, New York",1917,1428,36,067,001600,1,b02001
360670035002,"Block Group 2, Census Tract 35, Onondaga County, New York",538,114,36,067,003500,2,b02001
360670035003,"Block Group 3, Census Tract 35, Onondaga County, New York",823,299,36,067,003500,3,b02001
360670059002,"Block Group 2, Census Tract 59, Onondaga County, New York",727,154,36,067,005900,2,b02001
360670101002,"Block Group 2, Census Tract 101, Onondaga County, New York",1528,1465,36,067,010100,2,b02001
360670104001,"Block Group 1, Census Tract 104, Onondaga County, New York",1614,1568,36,067,010400,1,b02001
360670110111,"Block Group 1, Census Tract 110.11, Onondaga County, New York",1045,1045,36,067,011011,1,b02001
